@relation inflection_verbs
@attribute ending {ar,er,ir}
@attribute endingstem string
@attribute penSyl string
@attribute person {0, 1, 2, 3}
@attribute number {0, 1}
@attribute tense {0, 1, 2, 3, 4}
@attribute mood {0, 1, 2, 3}
@attribute suff1 string
@attribute suff2 string
@attribute stemC1 string
@attribute stemC2 string
@attribute stemC3 {ANY, yag}
@data
ar,err,NULL,3,1,1,0,erraban,ANY,ANY,ANY,ANY
ar,jug,NULL,1,0,1,0,jugaba,ANY,ANY,ANY,ANY
ar,jug,NULL,2,0,1,0,jugabas,ANY,ANY,ANY,ANY
ar,jug,NULL,3,0,1,0,jugaba,ANY,ANY,ANY,ANY
ar,jug,NULL,1,1,1,0,jugábamos,ANY,ANY,ANY,ANY
ar,jug,NULL,2,1,1,0,jugabais,ANY,ANY,ANY,ANY
ar,jug,NULL,3,1,1,0,jugaban,ANY,ANY,ANY,ANY
ar,d,NULL,1,0,3,0,di,ANY,ANY,ANY,ANY
ar,d,NULL,2,0,3,0,diste,ANY,ANY,ANY,ANY
ar,d,NULL,3,0,3,0,dio,ANY,ANY,ANY,ANY
ar,d,NULL,1,1,3,0,dimos,ANY,ANY,ANY,ANY
ar,d,NULL,2,1,3,0,disteis,ANY,ANY,ANY,ANY
ar,d,NULL,3,1,3,0,dieron,ANY,ANY,ANY,ANY
ar,err,NULL,1,0,3,0,erré,ANY,ANY,ANY,ANY
ar,err,NULL,2,0,3,0,erraste,ANY,ANY,ANY,ANY
ar,err,NULL,3,0,3,0,erró,ANY,ANY,ANY,ANY
ar,err,NULL,1,1,3,0,erramos,ANY,ANY,ANY,ANY
ar,err,NULL,2,1,3,0,errasteis,ANY,ANY,ANY,ANY
ar,err,NULL,3,1,3,0,erraron,ANY,ANY,ANY,ANY
ar,jug,NULL,1,0,3,0,jugué,ANY,ANY,ANY,ANY
ar,jug,NULL,2,0,3,0,jugaste,ANY,ANY,ANY,ANY
ar,jug,NULL,3,0,3,0,jugó,ANY,ANY,ANY,ANY
ar,jug,NULL,1,1,3,0,jugamos,ANY,ANY,ANY,ANY
ar,jug,NULL,2,1,3,0,jugasteis,ANY,ANY,ANY,ANY
ar,jug,NULL,3,1,3,0,jugaron,ANY,ANY,ANY,ANY
ar,and,NULL,1,0,2,0,andaré,ANY,ANY,ANY,ANY
ar,and,NULL,2,0,2,0,andarás,ANY,ANY,ANY,ANY
ar,and,NULL,3,0,2,0,andará,ANY,ANY,ANY,ANY
ar,and,NULL,1,1,2,0,andaremos,ANY,ANY,ANY,ANY
ar,and,NULL,2,1,2,0,andaréis,ANY,ANY,ANY,ANY
ar,and,NULL,3,1,2,0,andarán,ANY,ANY,ANY,ANY
ar,desand,NULL,1,0,2,0,desandaré,ANY,ANY,ANY,ANY
ar,desand,NULL,2,0,2,0,desandarás,ANY,ANY,ANY,ANY
ar,desand,NULL,3,0,2,0,desandará,ANY,ANY,ANY,ANY
ar,desand,NULL,1,1,2,0,desandaremos,ANY,ANY,ANY,ANY
ar,desand,NULL,2,1,2,0,desandaréis,ANY,ANY,ANY,ANY
ar,desand,NULL,3,1,2,0,desandarán,ANY,ANY,ANY,ANY
ar,d,NULL,1,0,2,0,daré,ANY,ANY,ANY,ANY
ar,d,NULL,2,0,2,0,darás,ANY,ANY,ANY,ANY
ar,d,NULL,3,0,2,0,dará,ANY,ANY,ANY,ANY
ar,d,NULL,1,1,2,0,daremos,ANY,ANY,ANY,ANY
ar,d,NULL,2,1,2,0,daréis,ANY,ANY,ANY,ANY
ar,d,NULL,3,1,2,0,darán,ANY,ANY,ANY,ANY
ar,err,NULL,1,0,2,0,erraré,ANY,ANY,ANY,ANY
ar,err,NULL,2,0,2,0,errarás,ANY,ANY,ANY,ANY
ar,err,NULL,3,0,2,0,errará,ANY,ANY,ANY,ANY
ar,err,NULL,1,1,2,0,erraremos,ANY,ANY,ANY,ANY
ar,err,NULL,2,1,2,0,erraréis,ANY,ANY,ANY,ANY
ar,err,NULL,3,1,2,0,errarán,ANY,ANY,ANY,ANY
ar,jug,NULL,1,0,2,0,jugaré,ANY,ANY,ANY,ANY
ar,jug,NULL,2,0,2,0,jugarás,ANY,ANY,ANY,ANY
ar,jug,NULL,3,0,2,0,jugará,ANY,ANY,ANY,ANY
ar,jug,NULL,1,1,2,0,jugaremos,ANY,ANY,ANY,ANY
ar,jug,NULL,2,1,2,0,jugaréis,ANY,ANY,ANY,ANY
ar,jug,NULL,3,1,2,0,jugarán,ANY,ANY,ANY,ANY
ar,and,NULL,1,0,4,0,andaría,ANY,ANY,ANY,ANY
ar,and,NULL,2,0,4,0,andarías,ANY,ANY,ANY,ANY
ar,and,NULL,3,0,4,0,andaría,ANY,ANY,ANY,ANY
ar,and,NULL,1,1,4,0,andaríamos,ANY,ANY,ANY,ANY
ar,and,NULL,2,1,4,0,andaríais,ANY,ANY,ANY,ANY
ar,and,NULL,3,1,4,0,andarían,ANY,ANY,ANY,ANY
ar,desand,NULL,1,0,4,0,desandaría,ANY,ANY,ANY,ANY
ar,desand,NULL,2,0,4,0,desandarías,ANY,ANY,ANY,ANY
ar,desand,NULL,3,0,4,0,desandaría,ANY,ANY,ANY,ANY
ar,desand,NULL,1,1,4,0,desandaríamos,ANY,ANY,ANY,ANY
ar,desand,NULL,2,1,4,0,desandaríais,ANY,ANY,ANY,ANY
ar,desand,NULL,3,1,4,0,desandarían,ANY,ANY,ANY,ANY
ar,d,NULL,1,0,4,0,daría,ANY,ANY,ANY,ANY
ar,d,NULL,2,0,4,0,darías,ANY,ANY,ANY,ANY
ar,d,NULL,3,0,4,0,daría,ANY,ANY,ANY,ANY
ar,d,NULL,1,1,4,0,daríamos,ANY,ANY,ANY,ANY
ar,d,NULL,2,1,4,0,daríais,ANY,ANY,ANY,ANY
ar,d,NULL,3,1,4,0,darían,ANY,ANY,ANY,ANY
ar,err,NULL,1,0,4,0,erraría,ANY,ANY,ANY,ANY
ar,err,NULL,2,0,4,0,errarías,ANY,ANY,ANY,ANY
ar,err,NULL,3,0,4,0,erraría,ANY,ANY,ANY,ANY
ar,err,NULL,1,1,4,0,erraríamos,ANY,ANY,ANY,ANY
ar,err,NULL,2,1,4,0,erraríais,ANY,ANY,ANY,ANY
ar,err,NULL,3,1,4,0,errarían,ANY,ANY,ANY,ANY
ar,jug,NULL,1,0,4,0,jugaría,ANY,ANY,ANY,ANY
ar,jug,NULL,2,0,4,0,jugarías,ANY,ANY,ANY,ANY
ar,jug,NULL,3,0,4,0,jugaría,ANY,ANY,ANY,ANY
ar,jug,NULL,1,1,4,0,jugaríamos,ANY,ANY,ANY,ANY
ar,jug,NULL,2,1,4,0,jugaríais,ANY,ANY,ANY,ANY
ar,jug,NULL,3,1,4,0,jugarían,ANY,ANY,ANY,ANY
ar,and,NULL,2,0,0,2,anda,ANY,ANY,ANY,ANY
ar,and,NULL,2,1,0,2,andad,ANY,ANY,ANY,ANY
ar,desand,NULL,2,0,0,2,desanda,ANY,ANY,ANY,ANY
ar,desand,NULL,2,1,0,2,desandad,ANY,ANY,ANY,ANY
ar,d,NULL,2,0,0,2,da,ANY,ANY,ANY,ANY
ar,d,NULL,2,1,0,2,dad,ANY,ANY,ANY,ANY
ar,err,NULL,2,0,0,2,yerra,ANY,ANY,ANY,ANY
ar,err,NULL,2,1,0,2,errad,ANY,ANY,ANY,ANY
ar,jug,NULL,2,0,0,2,juega,ANY,ANY,ANY,ANY
ar,jug,NULL,2,1,0,2,jugad,ANY,ANY,ANY,ANY
ar,and,NULL,0,0,0,3,andar,ANY,ANY,ANY,ANY
ar,desand,NULL,0,0,0,3,desandar,ANY,ANY,ANY,ANY
ar,d,NULL,0,0,0,3,dar,ANY,ANY,ANY,ANY
ar,err,NULL,0,0,0,3,errar,ANY,ANY,ANY,ANY
ar,jug,NULL,0,0,0,3,jugar,ANY,ANY,ANY,ANY
ar,and,NULL,0,0,1,3,andado,ANY,ANY,ANY,ANY
ar,desand,NULL,0,0,1,3,desandado,ANY,ANY,ANY,ANY
ar,d,NULL,0,0,1,3,dado,ANY,ANY,ANY,ANY
ar,err,NULL,0,0,1,3,errado,ANY,ANY,ANY,ANY
ar,jug,NULL,0,0,1,3,jugado,ANY,ANY,ANY,ANY
ar,and,NULL,0,0,2,3,andando,ANY,ANY,ANY,ANY
ar,desand,NULL,0,0,2,3,desandando,ANY,ANY,ANY,ANY
ar,d,NULL,0,0,2,3,dando,ANY,ANY,ANY,ANY
ar,err,NULL,0,0,2,3,errando,ANY,ANY,ANY,ANY
ar,jug,NULL,0,0,2,3,jugando,ANY,ANY,ANY,ANY
ar,and,NULL,1,0,0,1,ande,ANY,ANY,ANY,ANY
ar,and,NULL,2,0,0,1,andes,ANY,ANY,ANY,ANY
ar,and,NULL,3,0,0,1,ande,ANY,ANY,ANY,ANY
ar,and,NULL,1,1,0,1,andemos,ANY,ANY,ANY,ANY
ar,and,NULL,2,1,0,1,andéis,ANY,ANY,ANY,ANY
ar,and,NULL,3,1,0,1,anden,ANY,ANY,ANY,ANY
ar,desand,NULL,1,0,0,1,desande,ANY,ANY,ANY,ANY
ar,desand,NULL,2,0,0,1,desandes,ANY,ANY,ANY,ANY
ar,desand,NULL,3,0,0,1,desande,ANY,ANY,ANY,ANY
ar,desand,NULL,1,1,0,1,desandemos,ANY,ANY,ANY,ANY
ar,desand,NULL,2,1,0,1,desandéis,ANY,ANY,ANY,ANY
ar,desand,NULL,3,1,0,1,desanden,ANY,ANY,ANY,ANY
ar,err,NULL,1,0,0,1,yerre,ANY,ANY,ANY,ANY
ar,err,NULL,2,0,0,1,yerres,ANY,ANY,ANY,ANY
ar,err,NULL,3,0,0,1,yerre,ANY,ANY,ANY,ANY
ar,err,NULL,1,1,0,1,erremos,ANY,ANY,ANY,ANY
ar,err,NULL,2,1,0,1,erréis,ANY,ANY,ANY,ANY
ar,err,NULL,3,1,0,1,yerren,ANY,ANY,ANY,ANY
ar,jug,NULL,1,0,0,1,juegue,ANY,ANY,ANY,ANY
ar,jug,NULL,2,0,0,1,juegues,ANY,ANY,ANY,ANY
ar,jug,NULL,3,0,0,1,juegue,ANY,ANY,ANY,ANY
ar,jug,NULL,1,1,0,1,juguemos,ANY,ANY,ANY,ANY
ar,jug,NULL,2,1,0,1,juguéis,ANY,ANY,ANY,ANY
ar,jug,NULL,3,1,0,1,jueguen,ANY,ANY,ANY,ANY
ar,d,NULL,1,0,0,1,dé,ANY,ANY,ANY,ANY
ar,d,NULL,2,0,0,1,des,ANY,ANY,ANY,ANY
ar,d,NULL,3,0,0,1,dé,ANY,ANY,ANY,ANY
ar,d,NULL,1,1,0,1,demos,ANY,ANY,ANY,ANY
ar,d,NULL,2,1,0,1,deis,ANY,ANY,ANY,ANY
ar,d,NULL,3,1,0,1,den,ANY,ANY,ANY,ANY
ar,and,NULL,1,0,1,1,anduviera,anduviese,ANY,ANY,ANY
ar,and,NULL,2,0,1,1,anduvieras,anduvieses,ANY,ANY,ANY
ar,and,NULL,3,0,1,1,anduviera,anduviese,ANY,ANY,ANY
ar,and,NULL,1,1,1,1,anduviéramos,anduviésemos,ANY,ANY,ANY
ar,and,NULL,2,1,1,1,anduvierais,anduvierais,ANY,ANY,ANY
ar,and,NULL,3,1,1,1,anduvieran,anduviesen,ANY,ANY,ANY
ar,desand,NULL,1,0,1,1,desanduviera,desanduviese,ANY,ANY,ANY
ar,desand,NULL,2,0,1,1,desanduvieras,desanduvieses,ANY,ANY,ANY
ar,desand,NULL,3,0,1,1,desanduviera,desanduviese,ANY,ANY,ANY
ar,desand,NULL,1,1,1,1,desanduviéramos,desanduviésemos,ANY,ANY,ANY
ar,desand,NULL,2,1,1,1,desanduvierais,desanduvierais,ANY,ANY,ANY
ar,desand,NULL,3,1,1,1,desanduvieran,desanduviesen,ANY,ANY,ANY
ar,d,NULL,1,0,1,1,diera,diese,ANY,ANY,ANY
ar,d,NULL,2,0,1,1,dieras,dieses,ANY,ANY,ANY
ar,d,NULL,3,0,1,1,diera,dieses,ANY,ANY,ANY
ar,d,NULL,1,1,1,1,diéramos,diésemos,ANY,ANY,ANY
ar,d,NULL,2,1,1,1,dierais,dieseis,ANY,ANY,ANY
ar,d,NULL,3,1,1,1,dieran,diesen,ANY,ANY,ANY
ar,err,NULL,1,0,1,1,errara,errase,ANY,ANY,ANY
ar,err,NULL,2,0,1,1,erraras,errases,ANY,ANY,ANY
ar,err,NULL,3,0,1,1,errara,errase,ANY,ANY,ANY
ar,err,NULL,1,1,1,1,erráramos,errásemos,ANY,ANY,ANY
ar,err,NULL,2,1,1,1,errarais,erraseis,ANY,ANY,ANY
ar,err,NULL,3,1,1,1,erraran,errasen,ANY,ANY,ANY
ar,jug,NULL,1,0,1,1,jugara,jugase,ANY,ANY,ANY
ar,jug,NULL,2,0,1,1,jugaras,jugases,ANY,ANY,ANY
ar,jug,NULL,3,0,1,1,jugara,jugase,ANY,ANY,ANY
ar,jug,NULL,1,1,1,1,jugáramos,jugásemos,ANY,ANY,ANY
ar,jug,NULL,2,1,1,1,jugarais,jugaseis,ANY,ANY,ANY
ar,jug,NULL,3,1,1,1,jugaran,jugasen,ANY,ANY,ANY
ar,and,NULL,1,0,2,1,anduviere,ANY,ANY,ANY,ANY
ar,and,NULL,2,0,2,1,anduvieres,ANY,ANY,ANY,ANY
ar,and,NULL,3,0,2,1,anduviere,ANY,ANY,ANY,ANY
ar,and,NULL,1,1,2,1,anduviéremos,ANY,ANY,ANY,ANY
ar,and,NULL,2,1,2,1,anduviereis,ANY,ANY,ANY,ANY
ar,and,NULL,3,1,2,1,anduvieren,ANY,ANY,ANY,ANY
ar,desand,NULL,1,0,2,1,desanduviere,ANY,ANY,ANY,ANY
ar,desand,NULL,2,0,2,1,desanduvieres,ANY,ANY,ANY,ANY
ar,desand,NULL,3,0,2,1,desanduviere,ANY,ANY,ANY,ANY
ar,desand,NULL,1,1,2,1,desanduviéremos,ANY,ANY,ANY,ANY
ar,desand,NULL,2,1,2,1,desanduviereis,ANY,ANY,ANY,ANY
ar,desand,NULL,3,1,2,1,desanduvieren,ANY,ANY,ANY,ANY
ar,d,NULL,1,0,2,1,diere,ANY,ANY,ANY,ANY
ar,d,NULL,2,0,2,1,dieres,ANY,ANY,ANY,ANY
ar,d,NULL,3,0,2,1,diere,ANY,ANY,ANY,ANY
ar,d,NULL,1,1,2,1,diéremos,ANY,ANY,ANY,ANY
ar,d,NULL,2,1,2,1,diereis,ANY,ANY,ANY,ANY
ar,d,NULL,3,1,2,1,dieren,ANY,ANY,ANY,ANY
ar,err,NULL,1,0,2,1,errare,ANY,ANY,ANY,ANY
ar,err,NULL,2,0,2,1,errares,ANY,ANY,ANY,ANY
ar,err,NULL,3,0,2,1,errare,ANY,ANY,ANY,ANY
ar,err,NULL,1,1,2,1,erráremos,ANY,ANY,ANY,ANY
ar,err,NULL,2,1,2,1,errareis,ANY,ANY,ANY,ANY
ar,err,NULL,3,1,2,1,erraren,ANY,ANY,ANY,ANY
ar,jug,NULL,1,0,2,1,jugare,ANY,ANY,ANY,ANY
ar,jug,NULL,2,0,2,1,jugares,ANY,ANY,ANY,ANY
ar,jug,NULL,3,0,2,1,jugare,ANY,ANY,ANY,ANY
ar,jug,NULL,1,1,2,1,jugáremos,ANY,ANY,ANY,ANY
ar,jug,NULL,2,1,2,1,jugareis,ANY,ANY,ANY,ANY
ar,jug,NULL,3,1,2,1,jugaren,ANY,ANY,ANY,ANY
ir,NULL,NULL,1,0,0,0,voy,ANY,ANY,ANY,ANY
ir,NULL,NULL,2,0,0,0,vas,ANY,ANY,ANY,ANY
ir,NULL,NULL,3,0,0,0,va,ANY,ANY,ANY,ANY
ir,NULL,NULL,1,1,0,0,vamos,ANY,ANY,ANY,ANY
ir,NULL,NULL,2,1,0,0,vais,ANY,ANY,ANY,ANY
ir,NULL,NULL,3,1,0,0,van,ANY,ANY,ANY,ANY
ir,NULL,NULL,1,0,1,0,iba,ANY,ANY,ANY,ANY
ir,NULL,NULL,2,0,1,0,ibas,ANY,ANY,ANY,ANY
ir,NULL,NULL,3,0,1,0,iba,ANY,ANY,ANY,ANY
ir,NULL,NULL,1,1,1,0,íbamos,ANY,ANY,ANY,ANY
ir,NULL,NULL,2,1,1,0,ibaís,ANY,ANY,ANY,ANY
ir,NULL,NULL,3,1,1,0,iban,ANY,ANY,ANY,ANY
ir,NULL,NULL,1,0,3,0,fui,ANY,ANY,ANY,ANY
ir,NULL,NULL,2,0,3,0,fuiste,ANY,ANY,ANY,ANY
ir,NULL,NULL,3,0,3,0,fue,ANY,ANY,ANY,ANY
ir,NULL,NULL,1,1,3,0,fuimos,ANY,ANY,ANY,ANY
ir,NULL,NULL,2,1,3,0,fuisteis,ANY,ANY,ANY,ANY
ir,NULL,NULL,3,1,3,0,fueron,ANY,ANY,ANY,ANY
ir,NULL,NULL,1,0,2,0,iré,ANY,ANY,ANY,ANY
ir,NULL,NULL,2,0,2,0,irás,ANY,ANY,ANY,ANY
ir,NULL,NULL,3,0,2,0,irá,ANY,ANY,ANY,ANY
ir,NULL,NULL,1,1,2,0,iremos,ANY,ANY,ANY,ANY
ir,NULL,NULL,2,1,2,0,iréis,ANY,ANY,ANY,ANY
ir,NULL,NULL,3,1,2,0,irán,ANY,ANY,ANY,ANY
ir,NULL,NULL,1,0,4,0,iría,ANY,ANY,ANY,ANY
ir,NULL,NULL,2,0,4,0,irías,ANY,ANY,ANY,ANY
ir,NULL,NULL,3,0,4,0,iría,ANY,ANY,ANY,ANY
ir,NULL,NULL,1,1,4,0,iríamos,ANY,ANY,ANY,ANY
ir,NULL,NULL,2,1,4,0,iríais,ANY,ANY,ANY,ANY
ir,NULL,NULL,3,1,4,0,irían,ANY,ANY,ANY,ANY
ir,NULL,NULL,2,0,0,2,ve,ANY,ANY,ANY,ANY
ir,NULL,NULL,2,1,0,2,id,ANY,ANY,ANY,ANY
ir,NULL,NULL,0,0,0,3,ir,ANY,ANY,ANY,ANY
ir,NULL,NULL,0,0,1,3,ido,ANY,ANY,ANY,ANY
ir,NULL,NULL,0,0,2,3,yendo,ANY,ANY,ANY,ANY
ir,NULL,NULL,1,0,0,1,vaya,ANY,ANY,ANY,ANY
ir,NULL,NULL,2,0,0,1,vayas,ANY,ANY,ANY,ANY
ir,NULL,NULL,3,0,0,1,vaya,ANY,ANY,ANY,ANY
ir,NULL,NULL,1,1,0,1,vayamos,ANY,ANY,ANY,ANY
ir,NULL,NULL,2,1,0,1,vayáis,ANY,ANY,ANY,ANY
ir,NULL,NULL,3,1,0,1,vayan,ANY,ANY,ANY,ANY
ir,NULL,NULL,1,0,1,1,fuera,fuese,ANY,ANY,ANY
ir,NULL,NULL,2,0,1,1,fueras,fueses,ANY,ANY,ANY
ir,NULL,NULL,3,0,1,1,fuera,fuese,ANY,ANY,ANY
ir,NULL,NULL,1,1,1,1,fuéramos,fuésemos,ANY,ANY,ANY
ir,NULL,NULL,2,1,1,1,fuerais,fueseis,ANY,ANY,ANY
ir,NULL,NULL,3,1,1,1,fueran,fuesen,ANY,ANY,ANY
ir,NULL,NULL,1,0,2,1,fuere,ANY,ANY,ANY,ANY
ir,NULL,NULL,2,0,2,1,fueres,ANY,ANY,ANY,ANY
ir,NULL,NULL,3,0,2,1,fuere,ANY,ANY,ANY,ANY
ir,NULL,NULL,1,1,2,1,fuéremos,ANY,ANY,ANY,ANY
ir,NULL,NULL,2,1,2,1,fuereis,ANY,ANY,ANY,ANY
ir,NULL,NULL,3,1,2,1,fueren,ANY,ANY,ANY,ANY
